name,N,board_1,board_2,solution,score,tier,is_solved
puzzle_117,9,AAABBCCDDEAABCCCDDEAABBCCCDEEFFGGCCDEFFFFGCDDEFFFGGGDDEFHGGHIDDEEHGHHIIIHHHHHHHII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.x...........x.x..x.x....x......x....x.x....x......x....x.x..x.x...........x.x.,406,Hard,True,True
puzzle_5182,9,AAABBBCCCAADBBBCCCADDBBBBBEDDDBBFBGEHHDDBFFGEHHHDDDFGEHHHIFFFGEIHIIIFEEEIIIIEEEEE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx...x......x....x.x....x......x...x..x...x......x....x.x....x..,407,Hard,True,True
puzzle_9092,9,AAABBBBCCAADDBCCCCADDDBBCCCEDDDDBFFCEDDFFFFFGEDDDDFFGGEEDHIIFIGEEDHIIFIGEHHHHIIIG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx...x......x....x.x....x......x...x..x...x......x....x.x....x..,408,Hard,True,True
puzzle_231,9,AAAAABCCCDAAABBCCCDDDBBBBBCDDDEEFBBCDDEEEFCCCEEEGGFFHCIIEGGGHHCIIGGIIHHCIIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x..x...x......x...x......x...x,409,Hard,True,True
puzzle_3151,9,ABBBBBCCCABBBBBDCCAABEDDDDCAAEEEDFDDAAEEEDFDDGAGEEFFFDGGGGEFFFFGGHHIIIFFHHHHIIIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x..x.x.x...........x.x..x.x....x......x....x.x....x.....x.,410,Hard,True,True
puzzle_230,9,AABCCCCCCAABBBDCCCABBBBDDEEAAFBDDDDEAFFFFDDDEAFFFGGDDEHFHHGGDDIHFHHGGIIIHHHHGGGII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x.x.x..........x..xx.x..........x..x.,411,Hard,True,True
puzzle_5007,9,AAAABBBBBAACCCBBBDAAACEEEBDACCCEEDDDAFCEEEDGGAFHEEHGGIFFHHHHGGIFHHHHHIGIFHHHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x..x.x..........x.x.x.x..........x.x.x.x..........x.x..,412,Hard,True,True
puzzle_3680,9,AAAAAABBBAAAACAABBCCCCCDADBCEFCCDDDDEEFCCDGGGEFFFCGGGGEEEHCGGGIHEEHHGIIIHHHHHGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x....x.....xx...x......x....x.x....x......x...x..x...x......x....x.x....x..,413,Hard,True,True
puzzle_4506,9,AAAAABBBCABBABBCCCABBBBBBCCDDEEEBBBFDDEEEEEEFGDGGGEHEFGGGGGHHFFGIIGHHHHFIIIIIHHHF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...xx.x...........x.x..x.x...........x.x.x.x..........x.x.x.x..........x.x..,414,Hard,True,True
puzzle_3897,9,AABBBBCCCADBBEBCCCADDDEBCCEADDEEECEEAADEFEEEGAFFFFFGGGHFFFFFGGGHHHFIIIGGHHHIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x...........x.x.x..x...........x.x..x.x....,414,Hard,False,True
puzzle_8372,9,AAABBBBCCDDABABBCEDDAAABBCEDFFGGGCCEDDFGGGGCEDFFGEEEEEDHFFEEEIIHHHFFFEIIHHHHFFIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x....x.x....x......x...x..x...x......x....x.x....x..,415,Hard,True,True
puzzle_3303,9,AAAAABCCCDDDAEBBCCDDEEEBBCBDDEEEBBBBDDFFBBBGGHDFFIIBGGHFFFIIGGIHHHFFIIGIHHHFFFIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,416,Hard,True,True
puzzle_735,9,AAABBBBBBACDDBBBBEACCDBBBEEACCDDDEEEACCCDFFEFGCCHHFFFFGCGHHIFFFGGGHIIIFFGGGGIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x..x.......x...x.x....x.....x.,417,Hard,True,True
puzzle_4578,9,AAABBCCCDAAABBCEEDAAAFBCEDDFFFFBCEDDFFFGBBEDDGGGGBEEEDGHGHBIEEDGHHHBIEEEHHHBBIIIE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x..x.x.x...........x.x..x.x....x......x....x.x....x.....x.,418,Hard,True,True
puzzle_2864,9,AABBCCDDDAABBCCCDDAABBEEEDDFABBEEDDDFFBEEEDDGFHBBEEGGGFHHHEEGGIFFHHGGGGIHHHHGGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x.x.x..........x.x.x.x..........x.x....x.....xx....x......x...x.,419,Hard,True,True
puzzle_7545,9,AAAAABCCCAABBBBCCCDDDBBBCCCDDDEEEEEFDDDEEGEGFDHDHEGGGFHHHHIGGGFHHHHIGGGFHHHIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....xx.....x....x.x..........x.x.x..x....,420,Hard,True,True
puzzle_649,9,AAABBBBCCAAAABDBBCEADADDBBCEADDDFBFCEDDGGFFFCEDDGGGGFCEEDGGGGFFEEHHHGIIIHHHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x..........x.x....x.....xx....x......x...x..x...x......x....x.x....x..,421,Hard,True,True
puzzle_7761,9,AAAABBCCCAAABBBCCDAAAEBBDCDAAEEEEDDDAEEFEEDDGHFFFIIDGGHHHFFIDGGHHFFFIIGGHHHFFIIIG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,422,Hard,True,True
puzzle_935,9,AABBBBCCCAABBBBCCCAADDDBCCCAAEEDDDFFAGGEEDFFFAGGEEFFFFAGEEHFFFIAGEEHHIIIGGEEHHHII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...x..x...x..x...x....,423,Hard,True,True
puzzle_2256,9,AAABCCCCDAAABBCDDDAAEFBCDDDEEEFBCDDDEEFFBCDDGEEEFFCHHGEEIFHHHHGIIIFFHHHGIIFFFGGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x..x.x..........x.x.x.x..........x.x.x.x..........x.x..,423,Hard,True,True
puzzle_4164,9,AAAAABBBCAAADDBBCCAAADDBBCCAAEDDDBFCAEEGGBBFFEEGGGHBFFIIIGHHFFFIIIGHHHFHIIIGGGHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x......x...x.x...x......x...x.x..........x.x.x.x..........x.x.x.x..........x.x..,424,Hard,True,True
puzzle_8579,9,AAABBBCCCDAABBBCECDDAABCCECDDDDECEECFDDDEEEECFFDGGHHHHFGGGGIIHHFGGGGGIHHFFGGGGIIH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x......x....x.x....x.....x....x.x...x.......x..x...x..,425,Hard,True,True
puzzle_9849,9,AAABBBBBBAAAABBBCBDAAECCCCBDDEEEFFCFDDEGEFFFFDEEGGFFGFDEEHGGGGIDHHHGGGIIDHHGGGIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x..x.x....x.......x...x.x....x.....x.,426,Hard,True,True
puzzle_29,9,AAAABBCCCAADBBCCCCAADBDCCCCADDDDDCCCEFFFDGGGHEFFFGGGHHEEEEGGIHHEEEEEIIHHEIIIIIIIH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x...x......x....xx.....x....x.x..........x.x.x.x..........x.x.x.x..........x..x.,427,Hard,True,True
puzzle_5987,9,AAAAABBBBCCCAABBBBCCCCDDDDBCEFFDDDDDEEFFFDGDDHEFFFFGGDHEEFHGGGIHHHFHGIIIHHHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x.x.x..........x.x.x.x..........x.x....x.....xx....x......x...x.,428,Hard,True,True
puzzle_2216,9,ABBBCCCDDABBBBCCDEAABBBCCDEAAFFBBGDEAFFFGGGEEHHFFGGGEEHHIIGGIIEHHIIIIIEEHHHIIIIEE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...x..x...x..x...x......x....x.x....x......x...x..x...x......x....x.x....x..,429,Hard,True,True
puzzle_1916,9,AAAABBBBBACAABDEEBACCDDDEEBCCCDEDEFFCCCDEEEFFCCCDGGEEFHHGGGGGEFHHIIGGFFFHHIIIIIFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,430,Hard,True,True
puzzle_3795,9,AABBBBCCCABBBBBCCCAAADDDEEEFAADDDEEEFFAFDDGEEFFFFGGGEHFIIFGGGEHFIIIHGGGHFIIIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x...........x.x..x.x...........x.x.x..x....,431,Hard,True,True
puzzle_2570,9,AAAAAAABBCCCCCAABBCCCDDAEEBCCDDDDEEBFDDEEEEEEFFFEEEGGEFHHEEEGGGFFHEEIGIGHHHHIIIIG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x......x....x.x..x.x..........x.x....x.....xx....x......x...x.,432,Hard,True,True
puzzle_1891,9,AAAAABBBBAAAAAABBBCCDDDEEEBCCDEEEEEECCDFEEFEFGCGFFFFFFGGGFFFFHHGGIHHHHHHGGIIIIIIH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x.x.x..........x.x.x.x..........x.x....x.....xx....x......x...x.,432,Hard,True,True
puzzle_1863,9,AABBCCCCCABBBCCDDCABEBCCDFFABEBDDDFFAAEBGGGFFAAEGGGGFFEEEEHHGHFEEEIHHHHFIIIIHHHHF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx..x..........x.x.x.x..........x.x...x......x...x.x....x.....x.,433,Hard,True,True
puzzle_6912,9,ABBBBCCCCABBBBBCCCAABBDDECCAFFFDDEEEAAFFDDEEEFFFFFDEEEFFGHHHIEEGGGHIIIIIGHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,434,Hard,True,True
puzzle_874,9,AABBBBCCDABBEECCCDABBEEECCDAEEEEEECDAEFFFFFCDEEFFFFFDDGFFHFHIDIGGGHHHIIIGGGHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x......x....x.x....x.....x....x.x...x.......x..x...x..,435,Hard,True,True
puzzle_9712,9,AAAAAAABBAAAABBBBCDDDBBCCCCDDDECCCCFGGGEEECFFGGGEEECFFGGHHHIIFFGHHIIIIIIGHHHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x.....x.....x....x.x...x......x...x.x....x.....x....x.,436,Hard,True,True
puzzle_7600,9,AAAAABBBBACCCBBBBBAACCCCDEEFAFFCCDDEFFFCCDDEEFFGHHDDDDFFGGHDDDDGFGHHHIDIGGGHIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,437,Hard,True,True
puzzle_9427,9,AAAAAABBBCCCCCABBBCCCCAABDBCCCEEAADBFEEEGGDDDFEEGGGDDDFFGGGGHHDFFIGIGGHDFIIIIIHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x.....x....x.x..x.x..........x..x.,438,Hard,True,True
puzzle_4962,9,AAABBBBBCADDDBBBBCADDDDDCCCEEEEEDDCCEEFDDDDCCEFFGGGDHCFFFGGGHHHFIIIIGIHHFFIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.xx...x......x....x.x....x......x...x..x...x......x....x.x....x..,439,Hard,True,True
puzzle_1473,9,AAABBBBBBACACBDDDDACCCBDDDEACCCDDDEEFFFCFFEEEFFFFFFEGEHFHHFGGGEHHHHIIIIEHHHIIIIIE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x...xx.x...........x.x..x.x...........x.x.x.x..........x.x.x.x..........x.x..,440,Hard,True,True
puzzle_1171,9,AAABBCCCDAABBBCCCDAAAAAACCDEEAFFDDDDEEFFFDDDDGEEFFFDDDGGFFFHDIDGGHHFHDIIGGGHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x..x.x....x......x....x.x....x......x,441,Hard,True,True
puzzle_3595,9,AABBBBCCCABBBDBCCEAAFBDDCCEAAFDDDCGEAAFDGGGGEHHFFIIIGEHHFFIIIGEHHHFFFIIEHHHFFIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.....x.x.x.x..........x.x...x......x...x.x...x......x...x.x..........x.x.x.x.....,441,Hard,True,True
puzzle_3955,9,AAAABBBBBAAACBDDBBEACCBFDDDECCCFFDDDEEECGFFFFEEECGGGHFEIECGGHHFIIICCHHHHIIIICCHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x...x......x...x.x...x......x.,442,Hard,True,True
puzzle_9053,9,AAAAABCCDEAAAABCCDEEEAABCCDEEEEBBDCDEFEEGBDCDFFGGGGDDDHFFHHGGIIHFFHHGIIIHHHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x.x.x..........x..xx.x..........x.x..,443,Hard,True,True
puzzle_3149,9,AAAABBBBBAAACBDDBBECCCCDDDBEEECCDDBBEEECCCDFGEHIIFFFFGHHIIIIIGGHIIIIGGGGHHHIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,...x...x.x....x.....x.....x....x.x..x.x...........x.x..x.x...........x.x.x..x....,444,Hard,True,True
puzzle_5475,9,AAAABBBBBAAACCCDDDAEACCCCDDEECCCCCDDEECFFFFDDEEGFFFFDHEGGFIIIHHEGIIIHIHHGGGIHHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,445,Hard,True,True
puzzle_800,9,AAAABBBCCDDABBBBBCDDABEBBBCDDAEEFFBFDGGGEEFFFDDDGEEEEEHHHGHEIIEHHGGHIIIEHHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x.......x..x.x..........x.x.x.x..........x.x.x.x..........x.x..,446,Hard,True,True
puzzle_7152,9,ABBBBBBBBAACBBBDDBACCCDDDDDACCDDEEDEACCCEEEEEAAAFFGEGGHHHFFGGGIHHHFFGIIIHHHHHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x..........x.x....x.....xx....x......x...x..x...x......x....x.x....x..,447,Hard,True,True
puzzle_2419,9,ABBBBBBBBABBCBCCBBAAACCCDDBAAACDDDEEAAFFFDGEEAHHFGGGEEAHFFIIGGEAHFIIGGGEHHFIIIIEE,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...x..x...x..x...x....,448,Hard,True,True
puzzle_8341,9,AAAABBBBCAAADBBBCCDDDDBBBBCDDDDEEBCCFDFEEEECCFFFEGGGGHFFFGGGHHHFIFFGGHHHIIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x...x......x...x.x..........x.x.x..x....,449,Hard,True,True
puzzle_3201,9,AAAAABBBBCAAADDBBBCCDDDDBBECCDDEEEEECCDDEEEFFGHHDEFFFFGGHHHFFFFGGGIHHFFFIIIIIIIFF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x......x.....x....x.x..,450,Hard,True,True
puzzle_1373,9,AAABBBCCCAAADBBCCCEAADBBCCFEEEDBBBFFEEDDDDBFFEEDDGFFFHIEDDGGHHHIEIIIGHHHIIIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x..........x.x.x.x..........x.x.x.x..........x.x...x......x...x.x...x......x.,450,Hard,True,True
puzzle_4117,9,AAABBCCDDAAABBCCCDEAABBBCCDEAEEBCCCDEEEEFGCDDEHHFFGGGGHHFFFIIGGHHFFFIIGIFFFFFFIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x..x..........x.x..x.x....x.....x.....x....x.x...x......x...x.x....x.....x....x.,451,Hard,True,True
puzzle_1259,9,AAABBBCCDAABBBCCDDAAEBBBCDDEEEEECCDDEFEEEEEDDFFEGGGGDDFFGGHGIIDFFHGHHHIIFHHHHHHII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x.x....x.....x......x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,452,Hard,True,True
puzzle_7155,9,AAAAABBBBAAAAABCBBAAACCCCDDEEECCCCDDFEEEGGGDDFFHEGGGDGFFHHHHGGGFIHHIHHHGFIIIIIHHG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.....x....x.x....,453,Hard,True,True
puzzle_3906,9,AAABBBBCCAAAABBBCCDDAAACCCCDDDDAACCEDDDDAAEEEDFFFFEEGGHHIIIIIIGHHHHIIIGGHHHIIIGGG,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x...........x.x..x.x...........x.x.x.x..........x..xx.x..........x..x.,454,Hard,True,True
puzzle_1311,9,AAABBBCCCDAAABBCCCDDBBBBCCCDDBDBBEFFGDDDDEEFFGGGDDEEFFHGGGGIIFFHGHGHIIIIHHHHHIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,x...x......x...x......x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,455,Hard,True,True
puzzle_8813,9,AABBCCCCDAABBBCCDDAAABDDDDDAAAEDDDDFEEEEGDDFFEEEGGGGFFHEHHGIIFFHHHHIIFFFHHHIIIIIF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.x..........x.x..,456,Hard,True,True
puzzle_9834,9,AAABBCCCCAAABBCCCCAAABCCDDDEFFBDDDGGEFFBDDGGGEFFFDGGGGEEFFFFHGGEEIFFHHHGEEIIIHHHH,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x....x.....x....x.x...x.......x..x...x..x...x......x...x......x...x,457,Hard,True,True
puzzle_8178,9,AAAAAABBBACCCCABBDCCEEEBBDDCCEEEDDDDFCCEGHHHDFFFEGHHHDFFFIGGDDDFFIIGGGDDFFIIGGGDD,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x..........x.x...x......x...x.x....x.....x....x.x...x.......x..x...x..,458,Hard,True,True
puzzle_7851,9,AABBCCDDDABBBCCDDDAAEBCCCDDAAEBBFGGGAAEEFFGGGHEEEFFIIGHHEFFIIIIHEEEFIIIIHHHFFFFII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x..x.x.x...........x.x..x.x...........x.x..x.x....x.....x.....x....x.x...x...,459,Hard,True,True
puzzle_1391,9,AAAAABCCCADAABBCCCADDADBCEEAFDDDBEEEFFFFBBBEEFGFFHBEEEGGFHHHIEEGGHHHHIIIGGGHHHHHI,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x....x.....x....x.x...x......x...x.x....x.....x....x.x...x..........x.x..x.x....,459,Hard,True,True
puzzle_765,9,AABBBCCCDAAEBBCCDDAAEBBCDDDFEEEBBBBDFFFEBGGDDFFFEEEGGGFHHHEGGGGFFHHEGGGIHHHHEIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,.x.....x....x.x...x......x...x.x..........x.x..x.x....x.....x.....x....x.x...x...,460,Hard,True,True
puzzle_5047,9,ABBBCCCCCAAABCCCCCAAABCCDEEAADDDDDEFDDDDDDDEFGGDGDHHEFIGGGGHEEFIGGGHHEHFIIIIHHHHF,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x....x.x....x......x...x..x...x......x....x.x....x......x...xx.....x....x.x....,461,Hard,True,True
puzzle_2681,9,AABCCCCCDAABBCCCCDAABBBCCCDAAABCCEEDFGGGGEEEDFFGHGHEDDFFGHHHHDIFFHHHHIDIFFFFHHIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,..x...x..x.......x...x.x....x.....x....x.x...x......x...x.x..........x.x.x..x....,462,Hard,True,True
puzzle_4420,9,AAAAAABBBACCCAAABBACCDDDEEBCCFFDDEEEGCFFDDEEEGGGFDDDHEGFFFDHHHHGFIHHHHIIGIIIIIIII,AAABBBCCCAAABBBCCCAAABBBCCCDDDEEEFFFDDDEEEFFFDDDEEEFFFGGGHHHIIIGGGHHHIIIGGGHHHIII,....x.x..x.x..........x...x.x....x.....x....x.x...x......x...x.x....x.....x....x.,463,Hard,True,True
