name,N,board_1,board_2,board_3,board_4,board_5,board_6,solution,score,tier,is_solved
puzzle_703,8,AAAAAABBCCDDABBBCCCDDDBBECCDDDFFECCDDGFFEEHDGGGFEEHHGGGGEHHHGGGG,AABBBBCCAADDBCCCAADDDDCEAAADDEEEFAADGGGEFFHHGGGEHHHHGGGGHHHHHGGG,ABBCCCDDAABBCDDDAABBBDEEAAABBDEEFAABGGEEFFHHGGEEFHHHGGGEHHHHGGGE,ABBBBBCCAADDBCCCAADDDCCEAAAADCEEAAAAFEEEGGHHFFEEGHHHFFFEHHHHFFFF,ABBBCCDDAABBCDDDAABBBDDDAAABDDDEFAABGGEEFFHBGGGEFHHGGGGGFHHHHHHH,AAAAABBBCCDDABBBCCDDDDBBCCCDDEBFGCGDEEFFGGGDEEEFGGHHEEEEHHHHHEEE,....x.........x....x.....x.............xx............x....x.....,205,Medium,True
puzzle_785,8,ABBBBCCCAADBBBCCADDDECCCADDDECCCFFDDEECCFFFEEGGHFFFGGGGHFFFGGGHH,AABCCCCCAABCCDDDABBBBDDDABBBEDDDFFBEEEGDFFFEEGGHFFFGGGGHFFFGGGHH,AABBBBBCAADBBBCCADDDDCCCAADEECCCAAAEEECCFFEEEGGHFFFGGGGHFFFGGHHH,ABBBBBBBAACBBBDDACCCCDDDACCEEDDDFFEEEEDDFFFEEEGHFFFGGGGHFFFGGGHH,AABBBBBBAACBBDDDACCCDDDDACCDDEEDFFDDDDEEFFFDDGGHFFFGGGGHFFFGGGHH,AAAAAABBCCDAABBBCDDDEBBBCDDEEBBBFFEEEEBBFFFEEGGGFFFGGGGHFFFGGGHH,...x....x.........x...........x.....x....x...........x.........x,205,Medium,True
puzzle_1086,8,AABBCCCCAABBBCDDEAABBDDDEAABDDDFEEGGDDDFGGGGHFFFGGGGHHFFGGGHHHHF,AABBCCCCAABBBCDDAAABBDDDEAABDDDDEEFFDDDGEFFHHDDGEFFFHHGGEFFHHHGG,AABBCCCCAABBBCCCAAAABDDDEAFADDDDEEFFDDDGEEFFHGGGEFFFHHGGFFFHHGGG,AABBCCCCAABBBCDDAAABBDDDEAABDDDDEEFFDDDGEFFFFGGGFFFFFFGGFFFHHHHG,AABBCCCCAABBBCCDAAABBCDDEAABDDDDEEEEDFDFEEGGHFFFGGGHHHFFGGGHHHHF,AABBCCCCAABBBBCDAAABBDDDEAABBBDDEEEEFDDGEEEEFGGGHHHHFFGGHHHFFFFG,.....x.....x.....x............x.x..............x..x.........x...,205,Medium,True
puzzle_812,8,AAAAAABBCCADDBBBCCDDDDBBCCCDDEBBCCFEEEBBFFFFEEGGHHFFGGGGHHHHGGGG,AAAAAABBCCAADBBBCCCCDDBBCCCDDEBBCCFFEEEEGGFFFEEHGGGFEEEHGGGFEEHH,AAAAABBBCDAAEBBBCDDEEEBBCDDDEFFGCDCCFFFGCCCCCFGGHCCCCGGGHHCCCGGG,AAAAABBBCCAADBBBCCCDDDBBCCCDDEBFCCGEEEEFHGGEEEEFHHGGEEFFHHHGEEFF,AAAAABBBCCAADBBBCCDDDDBBCCCDDEBBCCFFEEEGHFFFEGGGHFFEEGGGHHFFEGGG,AAAAAABBCCAADBBBCCCDDDBBCCCDDEBBCCFEEEEEFFFFEEEGFHFFFEGGHHHFFGGG,...x..........x.....x....x...........x....x............xx.......,206,Medium,True
puzzle_2138,8,AAAABBBBAACCBBBBCCCCCBDDECCFDDDDEEFFFDDDEEFFGGDHGGGGGGHHGGGGHHHH,AAAABBBBAACCBBBBCCCBBBDDECCFFDDDEEFFFFDDEEFFGGDHEEGGGGHHEEGGGHHH,AABBCCCCAABCCCCCBBBBCCDDEBBFFDDDEEFFFDDDEFFFGGDHEEGGGGHHEEGGGGHH,AAAABBBBAAACCCBBDDDDCCBBEDDFFBBBEFFFFFBBEEFFGFBHEEGGGGGHEEEEGGGH,AAAABBBBAACCCBBBCCCCBBDDECCFDDDDEEFFFDDDEEEFGGDHEEGFGGGHEEGGGGHH,AAAABBBBAACCBBBBCCCCCBDDECCDDDDDEEFFFDDDEEFGGGHHEEGGGGHHEGGGGGHH,.x...........x....x...........x....x....x...........x..........x,206,Medium,True
puzzle_477,8,AABBBBCCAAABDCCCAADDDCCCEEEEDDCFEEGDDDFFEEGHHHFFGGGGHHHFGGGGGGHF,AABBBBCCADDEBCCCADEEECCCDDDEEECCDDDEEEFFGGGGGGFFGGHHGGGGHHHHGGGG,AAABBBCCAABBBCCCADBBCCCCDDDEEECCDDDEEECFDDDDGGFFDHHHGGGFHHHHHGGF,ABBBBBCCAABBDCCCEEDDDCCCEEDDDDCCEEEDDFCGEEEHFFGGHHHHFFFGHHHHFFGG,ABBBBBBCAABBDCCCAEEDDCCCEEEDDDCCEEEDFDCGEEHFFFGGEHHHFFFGHHHHFFFG,AABBBBCCAABBBCCCADBBECCCDDDEECCCDDDDEECFDDDDGGFFHHHHGGGFHHHHGGGF,...x....x.............x.....x....x.............x.....x....x.....,207,Medium,True
puzzle_899,8,AABBCCCCAABBBCCDABBBBBDDAEEBBFDDEEEEEFFDGGEEFFFFGGGHHFFFGGHHHHFF,AABBCCCCAABBBCCCABBBBBCDAEEBBFCDEEEEFFFDGGEEFFFDGGGGHFFFGGGHHHHH,AABBCCCCAABBBCDCAABBBBDDAEEBDDDDEEEEFFDDGGEFFFDDGGGHHFFDGGGHHHHH,AAABCCCCAABBBCCDABBBBBDDAEEEBDDDEEEEEEDDFFEEGGGDFFFHHGGDFFHHHHHH,ABBBCCCCABBBBCCCABBBBBCDAEEBBFDDEEEEFFDDGGEFFFFDGGHHHFFFGGGHHHHH,AAABCCCCAABBBCCCDADBBBCEDDDBBFEEDDDDDFEEGGDDDFFEGGGGHFFEGGGGHHHH,......x.x..........x...........x..x..........x...x..........x...,207,Medium,True
puzzle_1207,8,AAABBCCCAAABBDDCAABBBDDCEABBDDDFEEBBGDFFEEHGGGFFEHHGGGGFHHHHGGGF,AAABCCCCAAABBCCCAAABBDDEFABBDDDEFFBBDDEEFFFGGGEEFFHGGGGEFHHHGGGE,AAABCCCCAAABBCCCAABBBDCEFABBDDDEFFFBDEEEFGGHHEEEFFGHHHHEFGGGGHHE,AAAABBBBAAAACBBBAACCCDDEFACCDDDEFFCCDDEEFFGHHHEEFGGHHHHEFGGGHHHE,AAABCCCCAAABBCCCAABBBBDEFABBDDDEFFBBGDEEFFHGGGEEHHHGGGGEHHHHGGGE,AAABCCCCAAABBCCCAABBBDDEFABBDDDEFFBBDDEEFFFGGGGGFFHGGGGGFFHHGGGG,......x..x.........x.........x.........xx...........x.....x.....,207,Medium,True
puzzle_481,8,ABBBBCCCAABBCCCCAAABDDCEAAFDDDEEAFFDDDGEFFFFDGGGHHFFGGGGHHHHHHGG,ABBBBCCCAABBCCCDAAABECDDAAFEEEDDAFFEEEDDFFFEEGGDHHFFGGGGHHHHGGGG,ABBBBCCDAABBCCCDAEEBFCDDAAEFFDDDAEEFFFDDEEEEFFGGHHEEFGGGHHHHGGGG,ABBBBCCDAABCCCCDAAACCCCDAAEFFCDDAEEFFFDDEEEEFDDDGGEEHHHHGGEEEEEE,ABBBBCCCAABBCCCCAAABCCCCAADEEEFFADDEEEEFDDDDDEGGHHDDDGGGHHHHDGGG,ABBBBCCDAABBCCCDAAAACCDDAAEFCFFDAEEFFFDDEEEEFFGDHHEEGFGGHHHHGGGG,...x.........x..x..............x....x.....x...........x..x......,208,Medium,True
puzzle_1170,8,AAAAABBBAAABBBBBAAACBBDDCCCCBEEDFFCCEEEEFFFCCGEEHFFGGGGGHHHGGGGG,AAAABBBCAAABBCCCDDDDBBCCDDDDDDECFFDDDEEEFFFDGGEEHFFGGGGGHHHHGGGG,AAAABBBCAAABBBCCDDAEBCCCDDEEEEFCDDDEEFFFDDGGGGFFHDDGGGGGHHHHGGGG,AAAABCCCAAABBBCCAADBBCCCEDDDDDFCEEDDDFFFEEEDGGFFHEEGGGFGHHHGGGGG,AAAABBCCAAAABBCCADDDBBCCDDDDDEECFDDDDEEEFFFDGGEEHFFGGGGGHHHHGGGG,AAAABBCCAAABBBCCDDDDBEECFDDDDEECFFFEEEEEFFFFGGEEHFFGGGGGHFFGGGGG,..x.........x..........x...x..........x..x...........x..x.......,208,Medium,True
puzzle_1216,8,ABBCCCDDAABCCCDDABBCCCCDBBBBCEEDFBBBBEEEFFFFEEGGFFFHEEGGFFHHHGGG,AAAABBCCAABBBBCCABBDDDDCBBBBDEECFFBEEEEEFFFFEEGGFFFHHGGGFFHHGGGG,AAAABBBCAADBBBCCADDBBBBCEEDDBFFCEEDDFFFFEEEEFFGGEEEHGGGGHHHHHGGG,AAABBCCCAADBBBCCADDBBBBCDDDDBEEEFFDDEEEEFFFGEEHHFFGGGHHHFFGGGHHH,AAAABCCCAADBBBBCADDBBBCCDDDDBEECFFDDEEEEFFFGEHHHFFGGGHHHFFGGGHHH,AAAABCCCDDDBBCCCDDDBBBCCDDDDBEECFFDDEEEEFFFGEEGGFFHGGGGGHHHHHGGG,x..............x....x.....x..........x...x............x....x....,209,Medium,True
puzzle_1635,8,AAAABBBCDDDBBBBCDDDDBBCCDDDEBCCCFDEEECCGFFEEEHGGFFFEHHHGFFFHHHGG,AAAABBCCDDABBCCCDDDBBBCCDDDEECCCFDEEEECGFFEEEGGGFFFEHGGGFFHHHHHG,AAAABBBBCCABBBBBCCCBBDDBCCCEDDDDFCEEEDDGFFEEEGGGFFFEHHHGFHHHHHHH,AAAABBBBCCABBBBBCCCBBBBDCCCEBDDDCCEEEDDFGGEEEFFFGGGEHHHHGGGHHHHH,AAAABBBBCCABBBBBCCCBBBDDCCCEEDDFGCEEEDDFGGEEEHFFGEEEHHHFGGGHHHHH,AABBCCCCABBCCCCCAAACCCDDAAEEEDDDFEEEEEDGFFEEEHGGFFFEHHGGFFHHHHHG,..x.........x....x............x....x...........xx............x..,209,Medium,True
puzzle_1800,8,AABCDDDDAABCCDDDABBBCDDEAFBCCCEEFFFCCEEEFFFGHHEEFFFGHHHEFFGGGHHH,AABBBBCCAABBDBCCABBBDDCEABFBDDEEFBFDDEEEFFFGHEHEFFGGHHHEGGGGGHHH,AABCCCCCAABBDDCCABBBDDCEABBDDEEEFFBDDDEEFFFGDHEEFFGGHHHEGGGGGHHE,AAABCCCCAAABDCCCABBBDDCCABBDDDECFFBDDEEGFFFHEEEGFFHHEEEGHHHHHEEE,AABBCCCCAABBDCCCABBBDDCEBBBDDDEEFFFDDGEEFFFGGGEEFFHGGGGEHHHHHGGG,AABCCCCCAABBDCECAABBDDEEABBDDDDEFFBDDDEEFFFGHHHEFFGGHHHEFGGGGHHE,......x.x.........x.........x..........x.x...........x.....x....,209,Medium,True
puzzle_58,8,AAABBCCCAAABBBCCAAAABDDEFFAADDDEFFFFDDEEGFFFHEEEGGHHHEEEGGHHHHEE,AAABBCCCAABBBBCCAADDBEECAADDEEFFAAAAEEEFGAAHHEFFGGGGHFFFGGHHHHFF,AAABCCCCAAABBBCCAAAABDDDEEAADDDDEEEEDDDFGEEHHFFFGHHHHHHFGHHHHHHF,AAAABCCCAAABBBCCAAAAADDCEEAADDDDEEEEDDDFGEEHHFFFGGHHHHFFGGHHHHFF,AAABBCCCAAABBBCCAAAABDCEFFADDDDEFFFFDDEEFFFGGDEEHHGGGGEEHGGGGGGE,AAABBCCCAAABBBCCAAAABBDDEEAADDDFEEEEDDFFGEEHDDDFGGGHHHFFGGHHHHFF,......x.....x.....x..........x...x.............xx..........x....,210,Medium,True
puzzle_1312,8,AABBBBBCAAADBBCCAAADDBCEAADDDEEEFFGDDEEEFFGGHEHEFGGGHHHEFGGHHHHH,AAABBBBCAAADBBCCAAADDBCCAADDDECCFFDDEEEEFFGGHEEEFGGGHHEEFGGHHHHH,AABBBBBCAAADBBCCAAADEBCCAADDEEFCGGHDEEFFGGHHEFFFGHHHEEFFGHHEEEFF,AAABBBBCAAADBBCCAAADDDCCEADDDDFFEEDDDFFFEGDDGFFFEGGGGHHFEGGHHHHH,AAABBBBCAAADDCCCAAAADCCCAADDDDEEFADDDEEEFFGGHEEEFGGGHHEEFGGHHHHH,AAABBBBCAAADBBCCAAADDBECAADDDEEEFADDEEEEFFGGHHEEFGGGHEEEFGGHHEEE,.....x.........x.x.........x..........x.x.........x.........x...,210,Medium,True
puzzle_739,8,AAABCCCCAABBBCCCAAABDDEEAAADDDEEFFADEEEGFFHHEEEGFHHHHGGGFHHHHGGG,AABBCCCCAABBBCCCAAABDCEEAAADDDEEFAADDEEEFAAGDEEHFAGGHHHHGGGGGHHH,AABBCCCCAABBBCCCAAABDDEEFAADDDDEFFGDDEEEFFGGDHEHFFGGGHHHFFGGGGHH,AABBCCCCABBBBCCCAAABBDEEFAADDDEEFFFDDEEEFFGGDEEEFGGGGHHHGGGGGHHH,AABBCCCCAAABBDCCAAABDDEEAAADDDEEFAADDEEEFFGGEEEHFGGGGGHHGGGGGGHH,AABBCCCCAABBDCCCAAABDDEEAAADDDEEFFADDEEEFFFGDEEHFGFGGHHHGGGGGGHH,.....x.....x.....x..........x.........x.x..............x..x.....,211,Medium,True
puzzle_1044,8,AAAAABBBCDDDEBBBCCDEEEEBCCDEEFFFCDDFFFFFDDGGGGGHDDDGGGHHDDGGGGHH,AAAABCCCAAABBCCCDDBBBBCEDDDBEEEEDFFEEEEGFFFHEEGGFFHHHEGGFFFHHHGG,AAAAABBBCAAADBBBCCADDDBBCCCDDEBBCFFEEEEEFFFGEEHHFFGGGHHHFFGGGHHH,AAAAABBBCAAADBBBCCADDDBBCEEDDFBBCEEFFFFFEEEEFFFGEEEHHGGGEEHHHHGG,AAAAABBBCAAADBBBCCAADDBBCCCCDEBFCGGEEEEFGGGGEEFFGHGHEFFFGHHHHHFF,AAAAABBBCAAADBBBCCDDDDBBCCCDDEEECFFEEEEGFFFFEEEGFFFFHEEGFFHHHHGG,..x...........x.....x...x............x...x.............x...x....,211,Medium,True
puzzle_1367,8,AAABBBBBAAABBCCCAADDCCCCEADDCCCFEDDDCCFFEEDGHHHFEEGGHHHHEGGGGHHH,AAABBBBBAAABBCCCAADCCCCCEDDDCCCFEEDDCCFFEEGGHHHFEEGGHHHHEGGGHHHH,AABBBBBBAAABBCCCAADBCCCCEDDBBCCFEDDBBFFFEEDGHHHFEEGGHHHHEGGGGHHH,ABCCCCCCABBCDDDDABEEDDDDAEEEDDFFAAEEDGGFAAEHHGGFAAHHGGGGAHHHHGGG,AABBBBBBAAABBCCDAAECCCCDEEEECCCDFFEECCDDFFFGGHHDFFGGGHHHGGGGGGGH,AABBBBBBAAABBCCCAADDDCECDDDDDCECFDDDDEEEFFFGHEHEFFGGHHHHFGGGGHHH,....x....x...........x....x............xx.............x....x....,211,Medium,True
puzzle_629,8,AAAAABBBCCADBBBBCCCDDDBBECDDDFFFEEEDDFFGEHHFFFFGEEHHFFGGEHHHHFGG,AAAAABBBCCAADBBBCCCDDDBBECCCDDDBEEEDDFFFEEEFFFFFEEGGFFHHEGGGGGHH,AAAAABBBCCCADBBBCCCDDDBBECDDDDBFEEEDDGGFEEEHGGGFEHHHHGFFEEHHHHHH,AAABBBBBCCAABBBBCCCCDDBBECCDDDDBEEEDDFFGEEHFFFFGEEHHFFGGEHHHHFFG,AABBBCCCAABBDCCCAAADDDCCEAADDDDFEEEDDGDFEEEGGGGFEEHHGGFFEHHHHGFF,AAAAABBBCCAADBBBCCCDDDBBEECDDDDFECCDDGGFEEEHGGGFEEHHHGFFEHHHHHFF,..x...........x..x..........x...x............x.........x...x....,212,Medium,True
puzzle_1098,8,AAABCCCCAAABCCCCAABBBDDCEEBBDDDDEEFFGGDGEFFFGGGGFFFGGGHHFFFFGHHH,AAABCCCCAAABBDDCEABBBDDDEEFBDDDDEEFFDDDDEFFGGDHHEFFGGGHHEFFGGHHH,AAABCCCDAABBBCCDEABBBDCDEEBBDDDDEEFBDDDDEFFFGGGHEFFGGGHHEFFGGHHH,AAABCCCCAAABBDCCAABBBDCCEABBDDCCEEFBDDCCEFFFFDGGEFFHHHGGEFFHHHGG,AAAABBBBAAAACBBBDACCCBEBDDCCEEEEDFFCGEEEDFFFGGHEDFFGGHHEDFFGGGHH,AAABCCCCAAABBCCCDABBBEECDDBBEEEEDDBBEEEEDFFFGEEHDFFGGGGHDFFGGGHH,......x..x.........x.........x..x.........x.........x..........x,212,Medium,True
puzzle_1457,8,AAAABBBCAAABBBBCADEEBBCCADEEEECCDDDEEFFFGDDEFFFFGGGEHHFFGGHHHHHH,ABBBCCDDABBCCCDDAABEECDDAAEEEEDDFAAEEGGHFAAEGGGHFFFHHHGHFFHHHHHH,AAAAABCCAAABBBCCDDAEBBCCDEEEEEFCDDDEEFFFGDDEFFFFGGGEHHFFGGGHHHHH,AAAABBBCAAABBBBCDEEEBBCCDDEEBBCCDDDEEFFFGDDEFFFFGGGEEHFFGGEEEHHH,AAAABBCCAAABBBBCDDEEBBCCDDEEEEFCDDDEEFFFGGDEFFFFGGGGFHFFGGGHHHFF,AAAABBCCAAABBBCCDDEEBCCCDDEEEECCDDDEEFCCGDDEEFFFGGGHHHFFGGGGHHHH,..x.........x..........x...x.....x............x.x............x..,213,Medium,True
puzzle_2119,8,AAAAAAABCCCCAAABDCCCAAAADDCEEEAADDFFEGAADDFFFGGGDHFFGGGGHHHHGGGG,AAAABBCCAAABBBBCDAAAEBBBDDAEEEBBDDFFEEBBDFFFFEGGHHFFGGGGHHHHGGGG,AAAAABBBAAAAACCBDAAAEECCDDAEEECCDFGGEECCDFGGGHHHFFFGHHHHFFFGHHHH,AAAABBBBAAAAACCBDAEAECCCDDEEEECCDDFFEEECDFFFFGGGHHFFGGGGHHFFGGGG,AAAABBBBAAAAACCBDAAAECCCDDAEEECCDDFFEGCCDFFFFGGGHFFFGGGGHHHFGGGG,AAAABBBBAAAACDDBEAACCDDDEEACCCDDEEEFCGDGEEFFFGGGHHFFGGGGHHHFGGGG,.......x..x...........x.....x...x..........x.........x...x......,213,Medium,True
puzzle_2474,8,AABBBBCCADEEBBBCADEEEEECDDDEEFCCDDDEFFCCGGGGFFFCGGGGFFHHGGGGHHHH,AABBBBBBAAACBBBBADCCCCBBDDDCCEFFGDDCEEFFGGGGEEEFGGGGEEHHGGGGHHHH,AABBBBBBAACCBBDDAEECCCDDEEECCFDDEEECFFDDGGGFFFFDGGGGFFHDGGGGHHHH,AABBCCCCAAABCCCDAEBBBBDDEEEBBFDDEGGBFFDDGGGGFFFFGGGGGFHHGGGGHHHH,AABBBBBBAAACBBBDEECCCCDDEEECCFDDEEGCFFFDGGGGGFFDGGGGGFHHGGGGHHHH,AABBBBBBAACCBBBDACCCCCDDEEECCFDDEEECFFDDGGGGFFFDGGGGFFHHGGGGHHHH,....x...x..........x.....x.............x.....x....x...........x.,213,Medium,True
puzzle_67,8,ABBCCCDDAABBCCDDAAAECCDDAFEECCCCFFEEECCGFFFEECGGFFFHHHHGFFHHHHHG,ABBBBCCCAABBCCCCAABDEECCADDDEEEEFDDDEEEGFFFDDEGGFFFDHHGGFFHHHHHG,AAAAABBBACAABBBBCCCDDDBBCCEDDDDDFFEEEDDGFFFEEDGGEEEEEHGGEEHHHHHG,AAAAABBBCAAABBBBCCADEEBBCFDDEEEEFFDDDEEGFFFDDEGGFFFDHHGGFFHHHGGG,ABBBBCCCABBBCCCCABBDECCCAADDEEEEFFDDDEEGFFFDDEGGFFFDHGGGFFHHHHGG,AAAAAAAABAAACCCCBBADEECEBFDDEEEEFFDDDEEGFFFDDEGGFFFHHHGGFFHHHHGG,..x...........x.x............x.....x.....x.............x....x...,214,Medium,True
puzzle_500,8,AABBBBCCABBBBCCCADBBECCCFDEEECCGFDDEEHGGFDDFHHGGFDFFHHHGFFFFFHHG,AAABBCCCAABBBCCCABBBDCCCEEDDDDCCEEEDDFGGEEEEFFFGEEHHFFFGHHHHFFFG,AABBBBCCBBBBBBCCBBBBDCCCEEDDDDCFEEEDDDFFEEEEDGGFEEHGGGGGHHHHGGGG,AAABBCCCAABBBCCCAABBDCCEFFDDDDCEFFFDDEEEFFFFGGEEFFHGGGGEHHHHGGGE,AAABBCCCAABBBCCCAABBDCCCAEDDDDCFEEEDDDFFEEGGHHHFEEGHHHHHGGGGHHHH,AABBBCCCAABBBCCCADBBECCCDDBBEECFDDDEEGFFDDDDGGFGDDHGGGGGHHHGGGGG,x..........x..........x.....x..........x.x...........x....x.....,214,Medium,True
puzzle_396,8,AABBCCCCAABBBCDDAABBBDDDAEEBDDDDEEEFFDDDEEGFFFDDGGGGFFHDGGGGFHHH,AABBCCCCAABBBBCCAAABBBDDAEEBDDDDEEEFFFDDEEGFFFFHGGGGFFHHGGGGFFHH,AAABCCCCAAABBCCCAAABBCDDAEEBFFDDEEEFFFDDEEGFFFFHGGGGFFFHGGGGFFFH,AABBCCCCABBBBCCCAABBBDDDAEBBFDDDEEEFFDDDEEGFFFDHGGGGFFFHGGGGFHHH,ABBBCCCCAABBBCCCAAABBDDDAEEFDDDDEEFFGGDDEEFGGGGHFFFFGGHHFFFFGHHH,ABBBCCCCABBBBCCCABBDBEEEAFFDDEEEFFFDDDEEFFGDDDEHGGGGDDHHGGGGDHHH,.....x.....x....x.............x..x..........x.....x............x,215,Medium,True
puzzle_697,8,ABBBBBCCAABBBCCCAAABDCCEAAFFDEEEFFFFDDEEFFFDDDDEGGFDDHHHGGGHHHHH,ABBBBBCCAABBBCCDAAABBCCDAAEEDDDDEEEEFFDDGEEEFFFDGGGFFHHDGGGFFHHH,AABBBCCCAAABBCCCAAAABCCDAAEFFDDDEEEEFFDDGEGFFFFDGGGFFHHHGGGHHHHH,AAAAAAAABABAACCCBBBBDCCEBBFFDCCEFFFFDDEEGFFDDDDEGGFDDHDDGGFHHHDD,ABBBBCCCAABBCCCCAAAACCCDAAEEFDDDGEEFFFDDGGEFFFFDGGGFFHHHGGGHHHHH,ABBBBBCCAABBBCCCAAABBCCDAAEEEDDDFFEEEGDDFFEGGGGDFEEGGHHHFFFHHHHH,...x..........x..x.............x..x.........x...x............x..,215,Medium,True
puzzle_1490,8,AAABBBBCAABBBBBCDDDBBCCCDDDDDCCEDDDFFEEEGFFFFHHEGGFFHHHHGGGFHHHH,AAABBBCCAABBBBCCDDDDBCCCDDDDDCCEDDDFFFEEDDDFFFEEDGFFHHHEGGFFHHHH,AAAABBCCADDBBBCCDDDDBCCCDDDDBCCEDDDFFGEEHFFFFGGEHHFFGGGGHHHFGGGG,AAABBBCCAAABBBCCDADBBCCCDADDBCCEDDDFFGEEHFFFFGGEHHFGFGGGHHHGGGGG,AAABCCDDAABBCCDDBBBBCDDDBBBBCCDEBBBFFGGEHFFFFGGEHFFFGGGGHFFFGGGG,AAAABBCCAAABBBCCAADBBCCCDDDDDCCEDDDDFEEEGFFFFHEEGGFFHHHEGGGFHHHE,.x..........x.........x...x............x...x.........x..x.......,215,Medium,True
puzzle_949,8,AAABBBBCAAAABBCCAADDDCCCADDDDDECFFDDDEEEFFGDHHEEFGGGHHHHGGGGGHHH,AAABBBBCAAAABBCCAAADDCCCEADDDDFCEEDDDFFFEEEDDGFFEEHGGGGGEHHHGGGG,AAABBBBCAAAABBCCAAADDCCCEADDDFFCEEDDFFFFEEGDHHFHEGGHHHHHGGGGHHHH,AABCCCCDAABBBCDDAABEEDDDFABEGGGDFABEEEGDFBBEHHGGFBBBHHHHBBBBHHHH,AABBBBBBAAABBBCBAADDBCCCEDDDDDFCEEDDDFFFEEEDGGFFEEEHHGGGEHHHHGGG,AAABBBBCAAAABBCCAAADBCCCEADDDFFCEEDDFFFFEEEDGGFFEEHHGGGFHHHHHGGG,....x....x.............x...x..........x.x............x....x.....,216,Medium,True
puzzle_1919,8,AAAAABBBAAAAACBBDEEACCCCDEEECCCFDDEEFCFFDGEFFFFFGGGHHHFFGGGGHHFF,AAAAABBBCAAAADBBCEEADDDDCEEEFFFFCCEEGFFFCGEGGFFFHGGGGFFFHHHGGGGF,ABBBBBCCABBBBDCCAEEBDDDDAEEEDDDFAAEEGDFFAHEEGGFFHHGGGGGFHHHGGGFF,AAAAABBBAAAAACBBDEEACCCCDEEAACCFDDEEGCFFDDEGGGFFHHHGGGGFHHHHGGGF,AAAABBBBAAAAACBBDEEACCCCDEEEECCCDDEEFCGGDDEFFCCGHHFFFFGGHHHFFFGG,AAAAABBBAAAAACBBDDDACCCCDDDDCCCEFFDDGCEEHFDGGGEEHHHGGGEEHHHGGGEE,......x....x.........x....x.....x..............x....x....x......,216,Medium,True
puzzle_3556,8,AABBCCCCAABBBCCCAABBBDCCEEBBDDDDEEEBDDDFEEEGGDGFHHHGGGGFHHHHGGFF,AAAABBBBCCAAABBBCAAAADBBEEAADDDFEEEEDDFFEEEGFFFFEEHGGGFFHHHHGGGF,ABBBCCCCAABBBCCCAABBBDDDAEEDDDDDAEEEFDDDEEEFFFGGEHFFFFGGHHHHFFGG,AABBCCCCAABBBDCCAEBBBDDDEEEBDDFFEEEEDDDFEEEGGDFFHHHGGGFFHHHHGGFF,AABBBBBBAABBBBBBACCCCDDBEECCDDDFEEECDGFFEEEGGGFFHHHGGGFFHHHGGGGF,AABBCCCCAABBBCCCAABBBDDDEEBBDDDDEEBBDDDFEEEGGFFFHEHGGGFFHHHHGGFF,......x.x..........x.........x...x.............x....x.....x.....,217,Medium,True
puzzle_3581,8,AAABBBBCAAAABBBCAAADBBCCAAADDDECFAGDDEEEFGGGDEEEFFGGHHEEFHHHHHEE,AABBBBBCAAABBBCCAAAADDCCAAADDDDCEFFDDGGGEFFFDGGGEEFHHGGGEHHHGGGG,AAABBBBCAAAABBCCAAADDBCCAADDDDECFGGDDEECFGGGDEEEFFGHDEEEFFHHHHEE,AAAAAAABAAAAABBBCCCDDDBBCCEDDDFBEEEEDFFFGEEEEFFFGGEHHFFFGGHHHHFF,AAABBBBCAAAAABCCAAAADDCCAAADDDEEFAAGDEEEFGGGGEEEFFGHHEEEFFHHHHEE,AAABBBBCAAABBBCCAAADDDCCAAEDDFFFGEEEDFFFGEEEEFFFGGEHHHFFGGGHHHFF,.....x.........x.x..........x.........x...x.....x..........x....,217,Medium,True
puzzle_4412,8,AABBCCCCAABBCDCCAABBDDDDEEBBBDDDEEFBGDDHEFFGGGGHEFFGGGGHEFFGGGHH,AAAABBBBAAACDDBBAACCDDDDECCCCCDDEEFCCDDGEFFFCHGGEFFHHHGGEFFHHGGG,AAABCCDCAAABCCDCAABBCCCCEBBBBCCCEEFBBCCGEFFFGGGGEFFGGGHHFFFGGHHH,AAABCCCCAAABDDCCAAABDDDDEEBBBDDDEEFFGDDHFFFFGGGHFFFGGGGHFFFGGGHH,AAABBBBBAAAACCBBAADDCCCCEDDDDCCCEEFDDCCGEFFFHHGGEFFHHHGGEFFHGGGG,AAAABBBBAAAACCBBDAEECCCCDEEEECCCDDFEEECGDFFFHHHGDFFHHHGGDFFHHHGG,......x..x...........x.....x....x.........x.........x..........x,217,Medium,True
puzzle_564,8,AABBBCCCDADBBCCCDDDBBCCCDDDDDCCEFDDDDGEEFFFGGGGEFFFFHGGEFFFHHHHH,ABBBBCCCAABBBCCCADDBBCCCDDDDDECFGDDDEEFFGGGEEEEFGGHHHEEFGGGGHHHH,AAABBCCCAABBBCCCADDDCCCCDDDDDCCEFFDDGGEEFFFHHGGEFFFFHGGEFFFHHHHH,AABBBCCCABBBBCCCADDBBCCCDDDDDCCEDDDDFCEEGGGFFFFEGGGHHFFEGGHHHHHH,AABBBBCCABBBBBCCADDBBCCCDDDDDCCEDDDDFFEEGGDFFFFEGGGHHFHEGGGHHHHE,AABBBCCCABBBBCCCADDBCCCCDDDDDCCEDDDDFFEEGGGFFFEEGGGGHFFEGGGHHHHE,x..........x..........x...x............x.....x...x..........x...,218,Medium,True
