name,N,board_1,board_2,board_3,board_4,solution,score,tier,is_solved
puzzle_18783_rot90_flip_v_flip_diag,8,AAABCCCCAAABBCCCAADBBCCCAADBBCEEFFDGBBEEFFFGGHEEFFFFGHEEFFFGGHHE,AAABBCCDAAAABCDDAAABBCDDAAEBFFDDGGEFFHDDGGEFFHHHGGGFFHHHGGGFHHHH,AAAAABBBCAAAABBBCCCDBBBBEEEDDDDBEFEEDDDDFFFGGGHHFFFFHHHHFFFFHHHH,AAABBBBBAAABBBBCAAAADCCCADDDDEEEDDDDEEFEGGHHHFFFGGGGFFFFGGGGFFFF,...x....x............x....x............x....x....x............x.,162,Medium,True
puzzle_82622_rot90_rot180_flip_diag,8,AAAAABBBAAAABBBBCCAABBBDCCCEBBDDCEEEFBDDEEGFFHHDGGGFFHHHGGGGFHHH,AAABBBBBAAAABBBBCAAABBDDCCAAEDDDCCAFEEEDCGGFFHEEGGGFFHHHGGGFHHHH,AABBBCDDAABBCCDDAAABCDDDAAACCEEDAFFFEEEEFFFFFGGGFFFHHGGGFFHHHHGG,AABBBBCCAAABBCCCAAACCCCCDDDDCCCEFDDGGEEEFFFGHEEEFFGGHHEEFFGHHHEE,.....x....x............xx...........x....x............x....x....,162,Medium,True
puzzle_8510_rot90_flip_h_flip_antidiag,8,AAABBCCCAAABBBCCAABBBBBBAADEEEBBADDFEGGGADFFFGGGADFFHHGGDDFFHHHG,AABBCCCCAABBCCCDABBECCDDBBBEEFDDBBBEFFFFGGBHHFFFGGGGHHHHGGGGGGGH,AAAAAAABAAAABBBBAACBBDDDCCCEDDDDCCCEEDFFGCCEHHFFGGCCHHHFGGCCHHHH,AAABBCCCAABBBCCCBBBBBBCCBBDDDECCFFFDGEECFFFGGGECFFHHGGECFHHHGGEE,x..............x.....x.....x..........x...x.........x....x......,162,Medium,True
puzzle_192_rot180_flip_diag_flip_antidiag,8,AAABBCCCAAAABDCCAAABBDDDEEFFFDDDEEFFFFGGEEEFGGGGEFFFGGGGHHHGGGGG,AAABBBBCAAABBBDCAAADDBDCEAEDDDDFEEEDDFFFGHHHDFFFGGHHFFFFGGHHFFFF,AAAABBCCAAAABBCCAAADBBBCAAADDEEEADDDDEFEGDHDDFFFGDHHHFFFGHHHHFFF,AAAAABBBAAAACCCDAAAACDDDAACCCCDDEEECCCDDEEEFFGGGHHEFGGGGHHHFFGGG,.......x....x.....x...........x..x...........x.....x....x.......,163,Medium,True
puzzle_22647_rot90_rot180_flip_v,8,AAABBBCCAAAABBCCAAABBCCCDDDDBECCDDDDDEEEDFFFFGGGFFHFHHGHHHHHHHHH,AABBBCCCAABBCCCCAAABBCCCAADBEEEEDDDEEEEEFFFGGGGEHFHHGHGGHHHHHHHH,ABCCCDDDABBCCDDDAABCCDDDABBCCEDEAABCEEEEAAFGGHEEAFFGHHHHAAFGHHHH,AAAAAAAAABAACACCBBBCCCCDEEEDDDDDFFEGDDDDFFFGGHHHFFGGHHHHFFGGGHHH,....x.........x.x.........x............x.....x...x.........x....,163,Medium,True
puzzle_79526_rot90_rot180_flip_h,8,AAAABBBCAAABBCCCAAABCCDCEAAFCCDDEGGFDDDDEGGFHHHHEGGFHHHHGGFFFHHH,ABBBBCCCAAAACCCCDAAACCCCDDDDDEECDFFGHHEEFFFGHHHEFFFGGGHEFFFGGHHH,AAABBCCCAAABBBCDAAABCCCDEAABCCDDEEEEEDDFEGGGFFFFGGGGFFFFGHHHHFFF,AAABBCCCDABBBCCCDAAABCCCDDAABCCEFDDEEEEEFFFFGGGEFFFFGGGGFFFHHHHG,....x.........x...x.....x............x...x.............x...x....,163,Medium,True
puzzle_842_rot90_rot180_rot270,8,AABBCCCCAABBCCDCAABDCCDEAAFDDDDEFFFFDDEEFGGHHHEEGGGHHHHHGGGHHHHH,AABBCCCCAAABCCCCAAABBDDDEEEBFFDDEEEFFGGGEEEFFGGGEEHHFFFGEEHHHHGG,AAAAABBBAAAAABBBCCAAABBDCCEEDDDDCEEEEDFFCEGGEHFFGEGGHHFFGGGGHHFF,AABBBBCCADDDBBCCAAADDCCCAAADDCCCEEDDFCCCEEEFFGGGHHHHFGGGHHHHFFGG,.....x.....x....x.............x..x.............x....x.....x.....,163,Medium,True
puzzle_9462_rot90_rot180_flip_antidiag,8,AAAABBCCAAABBCCCDAAABBCCDAAAEEEEDDDFFEEEGGGFFFFHGGGHFHHHGGGHHHHH,AAABBCCCAAABBDCCEAEBBDCCEEEBDDDCFEFFDDCCFFFFGHHHFFFFGHHHFFGGGHHH,AABBBCCCAAAABCCCAAAABCCCADAAEEFFDDDGEEEFDHDGGEFFHHHGGEFFHHHGGFFF,AAAAABBBAAACABBBACCCCBBBDDDCCEEEDDDDFFFEGGHHFFFEGGGHHFFFGGHHFFFF,.......x..x.........x.........x..x...........x..x..........x....,163,Medium,True
puzzle_80251_rot90_rot180_flip_antidiag,8,AABBBBBBAAAABBCCAAADDDCCAEEDDDCFEEEEEFFFEEEEEEFFGGGGGGHHGGGHHHHH,AABBBCCDAABBCCCDAEFBGGDDAEFFGGDDAEFFGGHDEEFFFHHDEEFFFHHHEEFFHHHH,AAAAAABBCCAABBBBCCDDDBBBECDDDFFBEEEFFFFFEEFFFFFFGGHHHHHHGGGGGHHH,AAAABBCCAAABBBCCDAABBBCCDAEEBBCFDDEEBBCFDDEEGBCFDHHHGGFFDHHGGGFF,...x..........x.x...........x.....x............x.x...........x..,165,Medium,True
puzzle_96495_rot90_rot180_flip_v,8,AAAAABBCAAABBBBCDADDBBBCDDDDBBCCDEEFFFGGEEEFFFGGEEEHFFGGEEHHHHGG,AABBBBCCAADDBCCCAADDDCCCAADDDCCEFFGGEEEEFGGGEEHEFGGGGHHHFGGHHHHH,AAABBBCCAAAABCCCDAAABBCCDDEEBBFCDEEEFFFCDEEEFFFFGGGGHFFFGGGGHHHH,AABBBBCCAAABDDCCAAADDDCCEAADDDCCEEEEFFGGEHEEFFFGHHHFFFFGHHHHHFFG,..x............x....x....x............x....x....x............x..,165,Medium,True
puzzle_13105_rot90_flip_v_flip_diag,8,AAAAAABBACDDDEBBCCCDDEBBCCCDDEEBCFFFEEBBFFFFFFFBGGGGFFHHGGGGHHHH,AABBBBBBAACBDBBBACCDDDDEACCDFFFEGGCCFFFEGGCCHHFEGGCCHHHEGGCHHHEE,AABCCCDDAABBCCCDAABBCCEDAABBEEEDFBBGEEEDFBBGGGGDFFBHGHHHFFHHHHHH,AABBBBBBAACDDDEBAACDDEEEACCDDEEEAACCFFFEAFFFFFFFGGFFHHHHGGGGHHHH,..x.........x...x.............x....x...........x.x...........x..,166,Medium,True
puzzle_2106_rot90_rot180_rot270,8,AABCCCCCABBBCCCCAABBDDDCAEBBDDDDEEEEFFDDEEFFFGGGEEFFFGGGEEHHHHGG,AAAABBBBAAAAABCBDEEACCCCDEEACCCFDEEEGGFFDHHEGGFFHHHGGGFFHHHGGFFF,AABBBBCCAAADDDCCAAADDDCCEEDDCCCCEEEEFFCGHEEEFFGGHHHHFFFGHHHHHFGG,AAABBCCCAABBBCCCAABBDCCEAABBDDDEAFFFGDDEFFFFGDDEHFHGGGGGHHHHGGGG,.....x.....x....x.............x..x.............x....x.....x.....,166,Medium,True
puzzle_30583_rot90_rot180_flip_diag,8,AABBBBCCAAAAACCCAAAAACCCDAAAEEEEDFGGGEEEDFGHHHHEFFFHHHHHFFFFHHHH,AABBBCCCAAABBCCCAAABBCCDAAAEBFFDGAAEFFFDGGEEFFFDGGGGFFFFGGHHHFFF,AAAABBBBAAAAABBBCAAAADBECCCDDDBECCCCFFFEGGGFFFFFGGGFFFFFGGHHHHFF,AABBBCCCAAAACCCCAADDCCCEAFFDCCCEFFFDGCCEFFFGGHHEFFFGGHHHFFGGGHHH,....x....x...........x.........x...x....x.............x...x.....,166,Medium,True
puzzle_3657_rot180_flip_diag_flip_antidiag,8,ABBBBCDDABBBCCDDAABBCDDDAAABCCDDEEEFCGGDEEFFFGGGEEHFFGGGEHHFFGGG,AAABBCCDAAABBCDDAAABBBDDEAAFBDDDEEFFGHHHEEEFGGHHEEFFGGGHEEFGGGGH,AAAABBBBCCAABBBDCCCABEDDCCCCEEEECFFFFEEEFFGFHHHHGGGGHHHHGGGGGHHH,AAABBBBBAAAABBBBAAAACBCCDDDCCCCEDDDDEEEEFFDGHEEEFGGGHHEEGGGGHHHH,.....x.....x...........x.x............x.x...........x.....x.....,166,Medium,True
puzzle_672_rot90_flip_h_flip_antidiag,8,ABBBCCCCABBBCCDDAABBCCCDAAEEECCDAFFEECCDGFFFFFHHGGFFFFHHGGFFFHHH,AAAAABBBCCAADDBBCCCEDDDDCCCEEDDDFFFEEDDDFFFFFDDGFHFFFGGGFHHHHGGG,ABBBBCCCABAAACCCAAAAADDCAAAEEDDDFFFEEDDDFFFEDDDDFFGGDDHHGGGGGHHH,AAAABBBCDDAABBBCDAAABBCCDAAEEECCDAAEEFFCGGFFFFFHGGFFFFHHGGGFFFHH,...x...........x.....x..x...........x.....x...........x..x......,166,Medium,True
puzzle_27529_rot90_rot180_flip_h,8,AABBCCCCAABBBCCCAAABBDEEAAADDDEEAFDDDGGEFFHHHGGGFFHHHGGGFFFFHGGG,AAAABCCCAABBBCCCAABBBCCCDAEEECCFDDDEEEFFDDDGGEFFDDGGGHHHDDGGHHHH,AABBBCCCAABBCCCCAADDCCCCAEEDDFFFEEEDDFFGEEHHDFFGHHHHGGGGHHHHHGGG,AAABCCCCAAABBBCCAAABBBCCDAAEEECFDDEEEFFFDDEGGFFFHHHGGGFFHHHHGGFF,......x....x.....x.............x....x...x.........x..........x..,167,Medium,True
puzzle_67912_rot90_flip_h_flip_v,8,ABBBBBBBAAACBBBBAACCCDDDEEEECDDDEEEEDDDDEFFFGGHHFFFGGHHHFFFGGHHH,AAAAAAABAAAACBBBDDDCCCBBDDDCEEEEDDDDEEEEFFGGHHHEFFFGGHHHFFFGGHHH,AAABBCCCAAABBCCCDAAABBCCDDDDEEEEDDDDFEEEGGFFFEEEGGGFHHHHGHHHHHHH,AABBBCCCAAABBCCDAAABBECDFFABBEEDFFFGEEDDHHFGGGDDHHHGGGDDHHHGGGDD,.......x..x.........x...x............x...x.........x..........x.,167,Medium,True
puzzle_7908_rot90_flip_diag_flip_antidiag,8,AAAAAABBAAAAABBBAAACCCBBDAEEECFFDDEGGGFFDDEGGGFFDDHHGGFFDHHHHHHH,AAAAAAABCCDDAABBCCDDDEBBCCDDDEBBCCFEEEGBHHFFFGGGHHHGGGGGHHGGGGGG,ABBBBBBBAABBCCDDAAECCCDDAAECCCDDAFEEEGDDFFFGGGHHFFFFFHHHFFFFFFHH,AAABBBBBAAAABBBCAAADDDCCAAEDFFCCAAEDFFFCAGEEFFFCGGGHHHHCGGGHHHHC,...x...........x.....x....x.....x...........x.........x..x......,167,Medium,True
puzzle_19098_rot90_flip_h_flip_antidiag,8,AABBBCCCAABBACCCAAAAACCCDEFFFGGGDEFFGGGGDEEFHHHGEEEFHHHGEEEFHHHH,AABBBCCCAAAAACCCAAADDCEEDDDDDCEEFFFGDCCEFFFGGHHHFFFGGHHHFGGGGHHH,AAABBBCCAAACBBCCAAACCCCCDDDEEEFGDDDDEEFGDHHHEFFGDHHHEFFFHHHHEFFF,ABBBBCCCAAABBCCCAAABBCCCAAABDEEFDDDDDEFFGGGDDEFFGGGGGEEEGGHHHEEE,...x..........x..x..........x..........xx............x....x.....,169,Medium,True
puzzle_1940_rot90_flip_h_flip_v,8,AABBCDDDAABBCCDDAABBCEDDAABEEEDFGGGEEEFFGGGEHHHFGGEEHHHFGGEHHHFF,AABBBCDDABBBCCDDABBBCDDDAACCCDDDAECCCFGGEECHFFGGEEHHFFGGEEEHFFGG,AABCCCDDAABBCCCDAAABCCCDAAABBBDDEEFBBBGDEEFFHBGGEEFFHHGGEEFFHGGG,AAAABBBBAAAABBBBCCCCBBDDCCCDDDDEFFFDDEEEGFDDDEEEGGGGHEEHGGGHHHHH,x............x.....x..........x..x.............x..x.........x...,169,Medium,True
puzzle_21330_rot90_flip_v_flip_diag,8,AAAABBBBAAAAABBBCCAADDBECCCDDDEECCCFDDGECHHFFFGGHHHFFFGGHHHFFGGG,AABBBBCCAAABBBCCAAABBCCCDDDDECCCDDDEEECFGDDEEEFFGGGGHFFFGGGHHHFF,AAAABBBBAAABBBBBCADDBBEECCDDDEEECFDDGEEEFFGGGHHEFFGGGHHHFFFGGHHH,AAABBBCCAAAABCCCADDEEECCDDDEEEFCDDDDEFFFGGGHHFFFGGGHHHFFGGHHHHFF,.....x....x............x....x...x.............x..x.........x....,169,Medium,True
puzzle_1073_rot90_rot180_rot270,8,AAAABBBBCAAABBBBCCCADEEFGCCCDEEFGCDDDEEFGGDDDDDDGHHHDDDDHHHHHDDD,ABBBBCCDAABCCCDDAAEECCDDAAEECDDDAEEEEEFFEEEGGGFFEEEGGGFFEEEHHHFF,AAABBBBBAAAABBBCAAAAAACCDEEAAAFCDEEAFFFCDEEAGFFFHHHHGGGFHHHHGGGG,AABBBCCCAADDDCCCAADDDCCCAACCCCCEFFFGCCEEFFGGCCEEFFGGGHEEFGGHHHHE,..x.........x..........x.x............x.x..........x.........x..,170,Medium,True
puzzle_39512_rot90_rot180_flip_antidiag,8,AABBBBBBAACCCDBBAACCCDDBACCCDDDEFFCCDDDEFFGCCHDEFGGGHHEEGGGGHHEE,ABBBCCCCAABBDCCCAAADDDDEAADDDDDEFFDGGDDEFFFGGGGEHHGGGGEEHHHHHEEE,AABBCCCCAABBCCCDAEBFFCDDAEEEFFDDAEEEFFFGHEEFFFGGHHEFFFGGHHHHHHGG,AAAAABBBAACCCCBBDDDCCCCBDDECCEEBFFEEEEEBFFFEEEEBFFGGEHHHFGGGHHHH,....x.....x.....x.............x..x.............x.....x.....x....,170,Medium,True
puzzle_4844_rot180_flip_diag_flip_antidiag,8,AAAAAABBAAAACCBBAAACCCDBEEEECCDBEEEFFDDDGEEFFHDDGGEFHHDDGGHHHDDD,AAABBCCCAAABBBCCAAABBBBDAAEBFFFDAEEEFFDDAEEEGDDGHHGGGGGGHHHHGGGG,AAAABBBBAAAAAABBACCADDDECCFFDDDECFFFGDEECGGGGEEEHHGGGEEEHHHGGEEE,AAABBBCCAABBDECCAABDDEECAAADDEEEFAGGEEEEFAGGGHHHFFGGHHHHFFHHHHHH,.......x....x.....x...........x..x...........x.....x....x.......,170,Medium,True
puzzle_74477_rot90_rot180_flip_diag,8,AAABBCCCAAABBCCCAABBBDDCAEFFBDDGEEFFFGDGEEHFFGGGHHHHGGGGHHHHHGGG,AABBCCCCAABBBCCCAAADDECCAADDDEEEAFDDEEEEFFFFGGHHFFFGGGHHFFFFFHHH,AAABBBBBAAAABBBBAAACCBDDAEACCCDDAEEFCCDGHEEFFFGGHHHFFGGGHHHFFGGG,AAAABBCCAAABBBCCAADEECCCDDDEEECCDDDDEEFCGGHHFFFFGGHHHFFFGGGFFFFF,.x..........x..........x.....x....x.....x..........x..........x.,170,Medium,True
puzzle_44142_rot90_flip_h_flip_v,8,AAAABBBBAAACBBDDACCCCBDEFFGCCDDEFFGGCDDEFFGGGEEEHHHHHEEEHHHHEEEE,AAAABBBBAAAAABBBCCDDDBBBCCDDEFFBCCDEEFFBGEEEEHFBGGGEHHFFGGGGHHHH,AAAAAABCAAABBBBCAAABBCCCADEFFFCCDDEEFFFGDDEEEFGGDDHHHFGGDDHHHGGG,AAAABBBBAAABBBBBAAACCCDDAEEFCCDDAEEFFCDDAEGFFFFHEEGGFHHHGGGGHHHH,.......xx..........x.....x............x.....x.....x..........x..,171,Medium,True
puzzle_2616_rot90_flip_diag_flip_antidiag,8,AAABBBCCAADBBBCCEDDDBBCCEFDDBBCCEFFFFFCCEEGGFFHHEEGGGGGHEGGGGGGH,ABBBBBBCAABBBBBCAABBDDCCADDDDDEEADFFGGEEAFFFGGEEHHFGGGEEHHHGGGEE,AABBBCCCAABBBDCCAABBDDDEAABBDDFEAAFFFFFEGGFFHHEEGHHHHHEEGHHHHHHE,AAAAABBBAAAAABCCDDDDEECCDDDDEECCDDFFECCCGFFFECCCGGFEEHHCGGHHHHHH,.......x.x.........x.........x....x...........x.x...........x...,172,Medium,True
puzzle_83787_rot90_rot180_flip_h,8,ABBBBBCCAAAABCCCAAAADDCCEEEDDDDDEEEDDDDDFEEGGGGDFFEGGHHHFFFFFHHH,AAAAABBBAACDDBBBACCDDDDECCCEEEEECCCEEEEEFFFFEEGGFFFFHGGGFHHHHHGG,AAABBBCCAAABBDCCEABBBDCCEEBBBDDFEGGBBDDFEGGHHHHFEGGHHHFFGGGHHFFF,AAABBBBBAAACCDBBECCCCDDBEEEEEDDDEEEEEDDDFFEEGGGGFFFHGGGGFFHHHHHG,.x.............x...x.........x....x.....x...........x.........x.,172,Medium,True
puzzle_15305_rot90_flip_v_flip_diag,8,AABBBBBCAAABBBCCDDDBBBCCDEEEBCCCEEEEEECCFFEGGGGGFFFGGGGGFFFHHGGG,AABBCDDDAABCCDDDEABCCCDDEEECCFFGEEEECFFGEEEHCFFFEHHHHFFFHHHHHFFF,AAAAABBBCAAAABBBCCCADBBBCCCCDBBECCCDDBBECFGDDDHHFFGDDHHHFFGGDHHH,ABBBBBCCAABBBCCCAABBBDDDAAABEEEDAAEEEEEEFFFFFEGGFFFFFGGGFFFHHGGG,x............x....x............x....x....x............x....x....,173,Medium,True
puzzle_33480_rot90_flip_diag_flip_antidiag,8,AAAABBBBAACCBBBBDACCCBBEDDCCFFBEDDFFFFEEGDDFFHHHGGGGFHHHGGGGFHHH,AAABCCCCAAABCCCCAAABBDDCEEBBBBDDEFBBGGDDEFFGGGHDFFFFGGHHFFFFHHHH,AAABBBCCAAABCCCCAAADDCCCDDDDDECCFFDDEEEGFFHDEEEGFFHHHGGGFFFHHHGG,AAAABBBBAAAACCBBDAACCCBEDAFFCCEEDDFFFFEEGGGFFEEHGGGFHHHHGGGFHHHH,.....x...x.........x...........xx...........x.....x...........x.,173,Medium,True
puzzle_84889_rot90_flip_h_flip_antidiag,8,ABCCCDEEABCCDDEEABBCDDEEAACCDDEFAACCDDFFAGCCDFFFGGGGHHFFGGGGHHFF,AAAAAABBCCCAABBBDDCDDDBBDDDDDDBBDEEEEEFFEEEEEGFFHHHHGGGGHHHGGGGG,AABCCCDEAABBCCDEAABBCDDEFABBCCEEFFBBCCEEFFFBCCGEFFHHGGGGFFHHGGGG,AAABBBBBAAAABBBBCCCCCBDDECCCCCDDEEEEEEFFEEGEEEFFGGGHHFFFHHHHHHFF,.....x...x............x....x...........xx.........x.........x...,173,Medium,True
puzzle_1199_rot180_flip_diag_flip_antidiag,8,AABBBCCCAAABBCCCDDEEECCCDEEEECCCDDFFFGGCFFFFGGGHFFFFGGGHFFGGGGHH,AAABBBBBACCCBBBBCCCCBBBBCCCDEEFFCDDDEEFFCDDDEEGFDDDHEHGGDDDHHHGG,AABBBCCCAABDBCCCEADDCCCFEEDDCCCFEEDDCFFFGGGGFFFFGGGGFFFHGGGGGHHH,AABBBBCCABBBCCCCABBBCCCCDBBCCCEEDDDFFFFEDDDFFFEEDDDGGHHHDDDGGGHH,x...........x.....x...........x..x...........x.....x...........x,174,Medium,True
puzzle_2418_rot90_rot180_rot270,8,AAAABBBBAAABBBBBCCCBBBBDCCCEBBDDCFFEEEEDFFFEEEGDHHHHEGGDHHHHGGGD,AABCCCDDAABBCCDDAABBCCDDAAEEEFFDGEEEFFFFGGEEFFFFGGGEHFFFHHHHHHFF,ABBBCCCCABBDCCCCABDDDEEEADDDDEEFAAGGDFFFAGGGGFFFGGGGGHHHGGGGHHHH,AABBBBBBAAABCDDDAAAACCDDAAAACCCDEAACCCFFEEGGHHFFEEGGHHFFEEGGGHFF,..x.........x..........x.x............x.x..........x.........x..,174,Medium,True
puzzle_29695_rot90_rot180_flip_diag,8,ABBCCCCDABBCCCDDABBCCCDDAAAEEEFDAEEEFFFDAAGGFFFHGGGGHHHHGGGGHHHH,AAABBBBBAACCCBBDAACCEDDDAACCEDDDFFFEEDDDFFFEGHHHFFGEGHHHFFGGGGGG,AAAABBBBAAAABBBBCCAADDDBCEEEDDDFCCCEEEDFCGGHHHFFCGGHHHFFCGGHHHHF,AAAAAABBCCCADABBCCCADBBBEEEDDBBBEEEDFFGGEEEDFFGGEHHFFFGGHHHHHGGG,....x.....x...........x.x..........x.........x...x.............x,174,Medium,True
puzzle_31630_rot90_rot180_flip_antidiag,8,AAABBBBBAAAABBBCAACCCCCCDDDCCECCDFDCCEECDFFFEEGGHHFFFGGGHFFFFGGG,ABBBBCCCAABBBCCCDBBBEECCDBDFFEEFDDDFFEFFGGFFFFFFGGGGHHHFGGGHHHHH,AAABBBBCAAADBBCCAADDDBCCEEDBBBCCEEEBBBFCEEEGGBFFEHEEGFFFHHGGGFFF,AAABBBCCAAABDDCDAAEBBDDDFAEEEDDDFFEEEGDDFFEGGGHHFFEEGHHHFEEEEHHH,.......x.x.........x.........x....x...........x.....x...x.......,174,Medium,True
puzzle_76451_rot90_rot180_flip_v,8,AAABBBCCAAABCCCDAAAAACDDEEEDDDDDFEEDGDDDFFFFGGDGFFFFHGGGFFHHHHGG,AAABBBBCAABBBBCCDAABBCCEDDAABFCEDGGBBFEEDGGHHFFFGGGHHFFFGGGGHFFF,AAAABCCCAAABBCCCDAABBCCCDAAEECFFDDGGECHFDGGEEHHFGGEEEEHHGGGEEEEH,ABBBBCCCAABBBBCCDAABBCCEDAFBCCEEDDFBBGGEFFFHHGGEFFFHHGGGFFFHGGGG,....x....x...........x..x..............x...x..........x...x.....,174,Medium,True
puzzle_24804_rot90_rot180_flip_h,8,AAAAAABBAAAAABBBCCCAABBDCCCEEDDDFFFEEDDDFFFGHHHDFFGGGHHHGGGGGHHH,AABBBBCCAAABBCCCDAABBCCCDDDEECFFDDDEEFFFDDGGHHFFDDGGHHHFDDGGHHHF,ABBBCCDDABBBCCDDAABBCCDDAAAEEDDDAAFEEDDDFFFGGHHDFFFGGHHHFFGGGGHH,AABBCCCDAABBCCCDAABBCCDDAAAEEDDDAAAEEFDDAGGHHFFFGGGHHFFFGGHHHHFF,..x..........x...x..........x..........x...x....x.............x.,175,Medium,True
puzzle_46266_rot90_rot180_flip_v,8,AAAABCCCABAABCCCBBBBBDDDEBBBFFDDEEEBFFDDEFFFFFGDHHHFGGGGHHHFGGGG,AAABCCCCAAABCCBCDDDBBBBBDDEEBBBFDDEEBFFFDGEEEEEFGGGGEHHHGGGGEHHH,AABBBBCCAABBBCCCAABDDDCCEEEDDDCCFFEEEDDDFFEEGDHHFEEEGDHHFFEGGGHH,AAAABCCCAAAABCCCDABBBBBEDDBBFEEEDDBBFFFEDDDFFFFFGGGFHHFHGGGFHHHH,.....x..x..........x...........x.x..........x.....x...........x.,176,Medium,True
puzzle_51601_rot90_flip_h_flip_antidiag,8,AAAABBBBCAAABBBBCCCDDBBECCCDDFEECCCDFFFEGGFFFFHHGGFFFFHHGGGFFFHH,ABBBBCCCAABBBCCCAABBBDDCAAEEEDDDFFEEDDDDFFFDDDDDFFFGDHHHFFGGGHHH,AABBBCCCAAABDCCCAAADDDDDAAEEDDDDFFEEEDDDFFGGGDDHFFGGGHHHFGGGGHHH,AAAABBBBAAAABBBCDAAEECCCDDFEECCCDFFFECCCGGFFFFHHGGFFFFHHGGFFFHHH,..x..........x..x..........x...........x.x............x.....x...,176,Medium,True
puzzle_14618_rot90_rot180_flip_diag,8,AAAABCCCAAABBBCCAADBBBECDDDDBEEEDDDDBEEEDDFFGGGGFFFFGGGGFFHHHHGG,AABBBCCCAABBBCCCDAABBBCCDAABBEECDFFEEEEEDFFGGEEHFFFGGGHHFFFGGHHH,AAABBCCCAABBBCCCADDBBCCEDDDDDCCEFDDGGHHEFFGGGHHEFFFGGGHHFFFGGGHH,AAABCCCCAABBBCCCADBBBECCDDDBEEEEDDDBEEEEFFFFGGEEFFFFGGGGFFHHHHGG,.....x...x..........x...x..............x...x..........x...x.....,177,Medium,True
puzzle_4162_rot90_rot180_rot270,8,ABBCCCCCABBBCCDDAABBCDDDAABBBBDDEEBBBFDDEEEGGFFFEEEEGGFFEEHHHHFF,AAAABBBBAAAABBCCDAACCCCCDAECCCCFDEECCFFFDEGGCHFFGGGHHHHFGGGHHHHF,AABBBBCCAADDCCCCAAADDCCCEEAFFFCCEEFFFFGGEEEHFFGGEEHHFFFGHHHHHFFG,ABBBBCCCABBBBCCCAABDCCEFAAADDEEFADDDDEGFDDDDDGGFDDHHGGGGHHHHGGGG,.....x.....x....x.............x..x.............x....x.....x.....,177,Medium,True
puzzle_449_rot180_flip_diag_flip_antidiag,8,AAAABBCCADEAABCCDDEEEBBBDDDFFBBBDDDFFBBBDDDFFGGGDDHFFGGGHHHHHGGG,AAABBBCCAAABBBCCAAABBBBBDEEEEFGBDEEEEFGGDDHHHFFGDHHHHHHGDHHHHHGG,AAABBBBBAAACCBDDAAACCDDDEEECCDDDEEECCDDDEEEFFFDDGGEHHFDHGGEEHHHH,AABBBBBCABBBBBBCADDBBBCCAADEEEECFADEEEECFFFFFGGGHHFFFGGGHHFFFGGG,.......x....x.....x...........x..x...........x.....x....x.......,177,Medium,True
puzzle_49898_rot90_flip_v_flip_diag,8,AABBBBCCAABBBCCCAAABCCDDAAAEEDDDAFFEEDDDFFFEEEEDFGGGHHHDFGGGHHHD,AAAAAABBCCDAAABBCCDAABBECCDDDBEEFFDDDEEEFFGGHHEEFFGGHHHHGGGHHHHH,ABBBCCCDABBBCCCDAAAEEEEDFAAEEDDDFFFEEDDDFFFGHHDDFFGGGHHHFFGGGGHH,AABBBBBBAABBBCDDEAABBCDDEEACCCDDEEECCCFFEEGGHHFFGGGGHHFFGGGGGHHH,...x..........x..x..........x..........xx............x....x.....,177,Medium,True
puzzle_6162_rot90_rot180_flip_h,8,AABBBBCCAABBBBCCAAABDECCAADDDECEFFFEEEEEFFGGEEEEFFGGHHHHGGGHHHHH,AAABBBCCAAAABBCCDDBBBBCCDDEEBBCCDDDEBFFCDDGEHFFFGGGGHHHFGGGGHHHF,ABBBCCCCABBBCCCCAAABDCEEFAAGDEEEFFGGDDEEFFGGGGEEFFGGHHHHFFGGGHHH,AABBBCCCAABBCCCCAABBBBDDAABBEEDDAFFBEDDDFFFGEHDDFGGGHHHHFGGGHHHH,..x............x.x..........x.........x....x....x............x..,178,Medium,True
puzzle_61922_rot90_rot180_flip_v,8,AABBBBBCAABBBBCCDAABBECCDDFEEECCDDFEEEGGDFFHHGGGDFHHHGGGDHHHHHGG,ABBBBBCCADBBBCCCADDBBCCCAADEEECCAADEEEFFAGGHHEFFGGHHHHFFGGHHHHHF,AAAABBBBCAAABBBBCCDDDBBECCCDDEEECCCDDEEECCFGGGEEFFFHHGGEFFHHHHHH,AABBBBBCAAABBBDCAAABBDDCAAEEEDCCFFEEEDCCFFEGGHHCFFGGGGHHFGGGGGHH,.......x.x.........x.........x..x.........x...........x.....x...,178,Medium,True
puzzle_1047_rot90_rot180_flip_v,8,ABBCCCDDABBCCCDDABBCCEDDABBBCEDDAABFCEEEGABFFFEEGGGGFFHHGGGGFHHH,AAAABCCCAAAABBCCADEBBBFFDDEBGFFFDEEEGFHHDEEGGFHHDEEGGGHHDEEGGGHH,AAAABBCCAAAABBCCDDBBBEECDDDDDEEEDDDFEEGGFFFFFFGGFFFFHHGGHHHHHGGG,AAABCCCCAABBCCCCDDBBBEFCDDDGBEFFHHDGEEEFHHDGGEEFHHGGGEEFHHGGGEEF,..x...........x.....x...x............x.....x...........x.x......,179,Medium,True
